Date,Time,Number,Message
9/18/2024,06:44:56,+918425937876,But Woh bulati hai magar jane ka nhi😂
3/28/2024,12:52:14,+918425937825,Harsha ka
12/17/2024,21:52:12,+918425937876,Bc Maine boldiya tha ur face doesn't support ur attitude complain thok di
9/5/2024,16:23:18,+918425937871,Fuckkk😂💀
8/1/2024,11:50:29,+918425937811,Gendu generation
8/26/2024,05:14:14,+918425937837,yahi Same case toh Tera bhi hai lekin
10/20/2024,16:49:58,+918425937888,💀 Hana bhai itni acchi shakal leke kj mai aya hu I deserve better
5/29/2024,06:54:37,+918425937862,delulu Pro Max
2/10/2024,16:18:05,+918425937891,Ye kya tha bkl 😂😂😂
1/8/2024,14:25:21,+918425937840,We don't support this 😂😂😂
4/30/2024,21:54:23,+918425937886,we support isreal💀😂
7/18/2024,10:29:09,+918425937898,Spelling wrong hai
5/25/2024,21:00:09,+918425937898,Palestine *
3/5/2024,08:05:13,+918425937890,spelling right hai
3/15/2024,22:55:43,+918425937835,we support *India*🗿
7/9/2024,08:03:08,+918425937898,@917977647427 barobar na bhai💀
5/30/2024,23:33:46,+918425937834,Bharat
9/28/2024,12:33:07,+918425937835,gawar Jo thehra
5/10/2024,13:09:39,+918425937889,Israel Hota hai wo
5/18/2024,14:50:15,+918425937870,Is Real Nahi
11/9/2024,03:42:36,+918425937845,Waise Israel Isn't real 😉
1/25/2024,13:58:22,+918425937856,Hana worst security Mast bomb ka supply chal raha hai
9/7/2024,09:16:27,+918425937827,Arey. Bc
7/23/2024,10:54:08,+918425937882,Bhaiiii Idhar Sab Israel supporters hai💀💀
4/19/2024,11:13:12,+918425937850,😂 not everyone
1/14/2024,22:44:38,+918425937896,Hum nahi hai
7/25/2024,03:51:52,+918425937815,Dekh sairaj chodhde Israel ka sath 😂😂
6/10/2024,15:28:17,+918425937810,Thoda sa dar 😂😂😂
6/29/2024,07:54:52,+918425937846,Areee bhai 😂😂😂
4/16/2024,04:45:08,+918425937851,@919892807086 bhai chalo poll daalte dekhte kaun kisko support karta😂😂
6/1/2024,06:51:13,+918425937832,🇮🇳
3/5/2024,22:08:29,+918425937843,Bhaii😂
5/6/2024,03:53:11,+918425937843,Hum indians hai
7/4/2024,18:27:56,+918425937813,Nice bhai
3/9/2024,21:41:39,+918425937883,Aree Bhai Just sarsacm hai
8/23/2024,11:17:11,+918425937822,Ye sab bekaar ka poll chhodo mai banata hun ek
4/1/2024,12:33:11,+918425937812,bana bana😂😂
12/20/2024,17:57:41,+918425937810,Module 6 Nitin sir ka ppt hai kya kisike paas?
1/28/2024,03:35:28,+918425937897,Minorities ko vaise bhi consider nahi karte India me
8/14/2024,20:59:04,+918425937867,💀 oh going personal haa
3/5/2024,05:18:31,+918425937877,Reality bataraha tha bas
3/28/2024,12:51:41,+918425937834,💀 Maine agar kuch dikhaya toh tu reality kabhi nahi dekh payega
3/17/2024,04:01:08,+918425937880,apna kata hua?
8/19/2024,08:31:17,+918425937838,💀 aichi gand bouncer diya ye toh
2/24/2024,22:29:21,+918425937886,Marathi gaali 💀
10/24/2024,08:45:53,+918425937853,Mi tar dongrichach aahe @919892807086 💀💀
2/11/2024,02:36:28,+918425937854,Hello Students ✨️
12/10/2024,03:01:33,+918425937839,koi qb wagera kuchh hai?
7/15/2024,13:01:51,+918425937847,Ghanta bc 😭
10/29/2024,18:07:59,+918425937819,BEE ka Question bank hai kisi ke paas?
6/25/2024,04:02:00,+918425937896,Ha pls bhej do hoga toh
7/28/2024,04:01:50,+918425937819,*MTA CERTIFICATION PROGRAM*
1/10/2024,14:38:31,+918425937899,Physics ka syllabus kya hai ???
3/10/2024,23:41:48,+918425937843,Interference and semiconductors na ??
8/29/2024,17:50:52,+918425937898,Bas itna hi bai na
3/14/2024,12:44:50,+918425937825,Bas?
7/30/2024,13:28:59,+918425937893,Pahele ye toh kar
5/5/2024,14:19:35,+918425937821,Aree kt ki taiyaari ke liye puch rha bhai
4/10/2024,23:14:37,+918425937854,Tho thik
8/27/2024,12:34:50,+918425937886,Max sabko hi kt lagne wala hai shayad
7/21/2024,13:16:40,+918425937812,Kyu Bhai
1/1/2024,16:55:18,+918425937872,2 din hai
4/17/2024,04:32:41,+918425937818,pass Hone tak Padhlo
11/16/2024,18:54:31,+918425937888,"Raat bhar padho , nai lgege kt"
12/12/2024,10:27:57,+918425937874,Chem ka Question bank deya hai kya kuch?
4/6/2024,17:14:36,+918425937897,questionnaire diya hai
10/23/2024,10:46:49,+918425937816,Classroom Mai
9/12/2024,07:23:18,+918425937815,Ty!!
9/3/2024,02:25:38,+918425937818,Tu karke aa
12/26/2024,13:43:40,+918425937898,aur ans bata
9/28/2024,15:59:39,+918425937872,Mai numerical And Lagrange karta
11/28/2024,21:02:29,+918425937849,Bhai vo mene kar liya hai tu partial karle pls bhai
12/21/2024,01:59:43,+918425937890,aur Tu chup Nhi raha toh Mai fevistick se chipkaunga Tera Muh
8/22/2024,05:11:43,+918425937882,Exam ke Time
11/8/2024,00:00:05,+918425937874,Ha Voh Chem ke paper ke Baad karunga
10/21/2024,09:07:21,+918425937842,Bhai mera numerical ho gaya hai pura partial karle pls bhai
9/9/2024,13:24:08,+918425937852,Theory kr aab
11/15/2024,11:58:17,+918425937865,Haan bhai chem ho gaya hai maths ka tension hai
12/16/2024,20:06:23,+918425937872,Chem kahase kia bhai?
11/27/2024,13:15:27,+918425937880,Bhai pdf hai videos hai 2x ki speed par
4/3/2024,18:28:51,+918425937824,Videos kiski dekhi?
2/2/2024,22:19:12,+918425937864,College mein astronomy Club hai? Tf kabse?
9/4/2024,22:51:23,+918425937865,@917874747409 and others agar kisike paas hai to
2/21/2024,12:34:51,+918425937845,Kjsce ka hai
4/16/2024,11:22:37,+918425937841,Theeke Vai
3/9/2024,02:11:39,+918425937828,Vaha hm jaskte?
3/22/2024,15:12:01,+918425937886,bhai sat 3 ka attendance kab aata hai
12/23/2024,13:36:09,+918425937895,Last mein
3/17/2024,05:12:13,+918425937870,Link bhejna
1/29/2024,14:10:46,+918425937888,Induction mai koi kuch bolra hai kya ?
2/28/2024,00:29:01,+918425937824,Sabkuch shaant hai
5/16/2024,22:15:59,+918425937864,Aree vo budha pakka raha hai
8/8/2024,03:00:16,+918425937852,Tickles academy
9/3/2024,13:07:51,+918425937850,Bruh wtff 💀💀
11/16/2024,10:31:01,+918425937867,I am attending that induction programme
6/10/2024,13:09:40,+918425937829,Whatever it is
3/13/2024,10:03:46,+918425937876,One of us asked that guy ki why Vidhyavihar campus has better placement than us toh he sadi Students are better 💀💀
5/22/2024,13:21:18,+918425937838,@917020106175 💀
12/16/2024,06:30:06,+918425937839,Said*
7/24/2024,18:04:55,+918425937897,Moye Moye kar diya sir ne to
3/20/2024,01:02:10,+918425937810,Kuch Galat bola?
7/29/2024,23:19:30,+918425937859,"Ha bc , galat hi bola"
12/11/2024,18:54:40,+918425937884,Feedback link bhejo
2/18/2024,17:08:30,+918425937897,"Sala 6 lakh bharke admission Diya hai kisiko bhi , atleast apne admission merit pe hue hai"
10/3/2024,15:33:38,+918425937873,Feedback link
10/27/2024,02:45:52,+918425937882,trigger Kyu hora Bhai
8/11/2024,09:28:18,+918425937834,Bechare subah se samosa pav nhi khaya iss liye cranky hua hai
5/23/2024,14:21:29,+918425937897,Bhendi mere main link khul hi nhi rha bc
2/23/2024,15:54:50,+918425937874,New things Kya likhna hai
9/9/2024,17:34:21,+918425937822,Feedback link Mai
10/20/2024,23:11:54,+918425937824,Abe chutiye chem ka ek bhi lec nahi baitha Mai kuch nahi arha
9/10/2024,20:09:18,+918425937833,Kya pakaya 2 3 line batao
7/22/2024,07:59:37,+918425937843,bas itnu si baat
7/23/2024,14:24:42,+918425937864,"Trigger nahi ho raha , reality bata Raha"
12/19/2024,06:59:38,+918425937848,Attendance dekh le tu baitha hai lec main
2/19/2024,21:26:11,+918425937849,placements aur internships ke bare me random kuch bhi likh de
3/11/2024,10:18:12,+918425937847,dusra bhi meeting hai Kya?
12/22/2024,16:54:42,+918425937839,Ha bhai dekhta hu
2/10/2024,03:37:13,+918425937835,Ha karwata hu Mai
6/7/2024,03:54:20,+918425937818,SVV 1CR avg package
2/19/2024,18:49:09,+918425937882,bolra
4/20/2024,19:17:49,+918425937867,Rehne de ek din bacha usmein bhi aadhe log rant karne main nikal denge
6/28/2024,05:54:42,+918425937878,Bhai itna bhi nahi 50L is highest
5/19/2024,13:01:29,+918425937816,abhi Mai izzat me Padhne baithra
10/24/2024,22:32:06,+918425937819,"Tu padh le bhai , you need it"
8/5/2024,12:52:43,+918425937831,Disturb Nako karo Koi
12/28/2024,23:54:04,+918425937815,abhi Kya chalra Woh batao
7/28/2024,03:31:01,+918425937826,Meeting khatam ho gayi ?
8/6/2024,23:10:00,+918425937856,Fog
10/5/2024,10:11:50,+918425937839,Chem ke Pdf Pls
12/20/2024,05:05:08,+918425937895,Feedback form fill karke miljayegi attendance?
8/29/2024,08:32:46,+918425937872,Haa haa chem kiska baaki tujhe bhi pata hai
4/8/2024,22:55:37,+918425937849,Fuel And water ke
4/28/2024,06:44:45,+918425937838,Haa ruk bhejta hu
1/3/2024,19:21:39,+918425937857,Are attendence Kashi hoti mg
2/7/2024,06:42:23,+918425937865,vid On karna Hota hai
7/7/2024,18:27:34,+918425937823,Jo Tune Nhi Kiya
9/27/2024,13:02:33,+918425937833,So absent
10/24/2024,23:12:48,+918425937846,@919920311591 tujhe pdf bhejna bola
1/25/2024,01:41:42,+918425937869,Ek CHP ka
12/30/2024,08:57:04,+918425937838,10 CHP ke kaiko bhejra
5/22/2024,00:27:53,+918425937810,bola hi nahi karne
1/10/2024,16:33:24,+918425937850,vid on karne nahi bola tha
2/25/2024,08:01:50,+918425937862,Oh Phir Thik
5/18/2024,12:07:17,+918425937832,Dono ke hi bheje hai hhai
3/13/2024,08:36:12,+918425937875,100 page ka kaiko hai phir 😭
8/16/2024,04:09:35,+918425937875,Fuel
9/10/2024,00:25:35,+918425937893,Harsha Mishra ko puch ussi ne upload Kiya hai
3/6/2024,11:13:08,+918425937880,Aaj night maarna padega 👍🏻
6/4/2024,08:01:40,+918425937890,Karo mazze
11/1/2024,07:55:04,+918425937824,toh abhi thodu Soo leta hu
10/20/2024,18:25:08,+918425937832,Raat ko padhna jo hai 💀
4/26/2024,13:19:53,+918425937889,Padhne Jaa Raha hu bolke sone Jaa rha hai sahi hai
2/18/2024,16:12:32,+918425937883,Padhai toh hoti rahegi
6/13/2024,14:15:55,+918425937881,Soona Is imp
11/5/2024,17:35:22,+918425937862,Aise bolne wale hi end main top karke gaand maarte hai
12/18/2024,00:14:57,+918425937860,Voh wale Din Gaye Ab
4/14/2024,17:58:21,+918425937827,Just pass me Khush hu
11/5/2024,06:50:50,+918425937899,End sem wale questions hai
9/1/2024,04:12:57,+918425937832,Sexy bhava
3/25/2024,09:47:51,+918425937899,Portion same tha na pura pahile years me bhi?
9/29/2024,21:12:56,+918425937882,Obviously
11/2/2024,00:06:21,+918425937860,Portion bhejo koi tt2 ke sab subjects ka
5/12/2024,01:25:48,+918425937813,Ye newton raphson method mai iteration karte karte loop ban jaaye to kya karna chahiye?
7/26/2024,01:59:22,+918425937883,Same number aane laga upto 3-4 decimal point matlab kaam khatam
1/13/2024,11:44:34,+918425937825,Answer aa gaya
1/3/2024,22:45:20,+918425937864,agle question pe jana chahiye
4/11/2024,23:56:49,+918425937865,Chem ke questions Bank ka answers bhejo na
12/29/2024,12:31:10,+918425937882,Chem ke numericals ko solve krke bhejo sab
9/28/2024,09:56:29,+918425937875,Kisi na numerical solve Kiya ha kya
1/16/2024,13:10:04,+918425937854,Agr kiya ha to plz send kr do
7/7/2024,13:10:43,+918425937818,Haa plss send kro yrr
2/21/2024,16:03:43,+918425937814,"A,b,c,d walo paper hone ke baad question paper send karo"
2/4/2024,04:37:48,+918425937820,Koi Voh marks distribution bhejo Na
2/25/2024,13:29:42,+918425937821,Total
6/15/2024,21:01:55,+918425937891,end Sem
11/4/2024,17:30:24,+918425937876,Term Test + end Sem + pracs wala
10/20/2024,21:47:30,+918425937865,Bhai Woh Dekh Na
4/10/2024,13:54:41,+918425937895,Woh Pdf hai Na Usme Mil jayega
11/13/2024,04:56:26,+918425937857,Exams kyu hote hai 😭
11/20/2024,08:41:52,+918425937834,Physics se pareshan?
9/25/2024,10:00:27,+918425937864,Henry Fischel ye gandu se puch
1/15/2024,22:40:02,+918425937873,Woh Bass chahta tha ki wo jane K Baad bhi sabki gand marti reh
3/3/2024,08:39:34,+918425937899,Ha yaar 😭😭😭
10/27/2024,03:25:23,+918425937863,Main bata rha hun uski Amma bhen pe aa jaunga main 🥹
10/22/2024,14:17:06,+918425937879,Life se pareshan
11/1/2024,05:41:13,+918425937817,~just hang in there it will get better~ maar ja
5/28/2024,21:06:41,+918425937816,It's getting worse over the time 💀
4/23/2024,18:19:51,+918425937869,Looks like everyone here would say
3/28/2024,01:34:58,+918425937850,my Biggest mistake Is engg
7/17/2024,19:16:06,+918425937890,Congratulations for 4 years misery that u signed up for urself
12/2/2024,21:02:46,+918425937867,living*
10/9/2024,18:07:27,+918425937898,Drop lelunga 2nd yr ke baad
4/25/2024,14:42:32,+918425937888,Jyada Bt hua toh
10/13/2024,06:58:34,+918425937814,Usme Kya
9/5/2024,20:32:01,+918425937873,8th floor se
5/23/2024,09:49:24,+918425937856,Clg se 😒
10/28/2024,02:22:57,+918425937860,disappointed
12/27/2024,19:08:30,+918425937831,Tab toh yaha aadhe log LY tak rahenge hi nhi bc
8/10/2024,03:17:39,+918425937895,tuze karna Kya hai Life mein but?
11/3/2024,05:03:30,+918425937828,explore
1/25/2024,06:06:56,+918425937892,Mai akela aadho me gin Liya Sahi hai
1/14/2024,00:25:32,+918425937861,~mai purposeless hu~ I'm just exploring the options bro
11/18/2024,10:36:41,+918425937880,U didn't get my point
1/8/2024,07:17:04,+918425937835,The World
8/20/2024,03:11:27,+918425937836,toh How Does engg fit into IT Bruh
9/21/2024,17:42:35,+918425937870,Isiliye toh bola engg Lena Is my Biggest mistake
4/22/2024,10:04:18,+918425937838,bol Na znmd ka choda hai
5/11/2024,10:29:55,+918425937820,Voh sirf 1 mahina jaate hai
11/8/2024,09:22:47,+918425937847,I mean 1 trip
1/15/2024,03:08:29,+918425937829,Itni obvious mistake Kon krta
11/23/2024,14:36:30,+918425937854,Lvl 5 bhikhari
7/16/2024,09:27:24,+918425937871,tu @919004657415 se sath karna 69 trips
6/30/2024,19:09:26,+918425937853,right @919004657415?
9/10/2024,13:26:56,+918425937873,qr ke sath bheek mangna @918779139310
5/30/2024,09:19:46,+918425937831,phy Nhi hora Ab
11/1/2024,02:34:33,+918425937875,aur
3/26/2024,13:02:24,+918425937817,numericals padh Na sirf
2/15/2024,00:42:50,+918425937878,Usse Kya hoga
9/23/2024,23:20:26,+918425937847,kaha se bhai ?🫠
4/26/2024,13:38:16,+918425937851,pass
11/13/2024,23:17:50,+918425937890,aur dimaag bhi kharab Nhi Hota
5/30/2024,23:34:49,+918425937861,Sanjeev sir ke notes
3/4/2024,09:16:33,+918425937857,Kya majak karta
6/7/2024,03:04:50,+918425937852,Kitna weightage?
11/21/2024,08:38:10,+918425937818,pichli baar toh Wahi aaya tha Na
6/23/2024,21:26:28,+918425937876,numericals
6/4/2024,16:29:11,+918425937848,mai wahi karke 11/15 laya
1/3/2024,00:06:19,+918425937835,😒
9/28/2024,05:35:59,+918425937891,Ho jayega re
6/8/2024,23:26:38,+918425937879,Let's hope
4/18/2024,08:49:40,+918425937848,Terence Bhai subah subah Kya scene
4/25/2024,15:00:02,+918425937848,Meh syllabus puch ra tha😅😂
2/9/2024,11:15:58,+918425937870,Kuch Jyada he Jaldi Nhi puchre?
6/27/2024,09:13:08,+918425937891,Yaane merese bhi Khatarnak log hai
10/3/2024,00:44:03,+918425937821,Tu Agar Kisi chiz mein Sabse upar hai toh Woh hai Lame jokes
7/13/2024,23:00:42,+918425937866,"""chod"""
9/14/2024,04:27:49,+918425937871,right @919321522450?
4/12/2024,11:01:24,+918425937871,Aur tu lame baatein karne me 💀
9/5/2024,21:45:21,+918425937872,"Kya yr Comeback toh accha de deta, Ye bhi Lame"
11/25/2024,02:46:11,+918425937892,Yes Yes Bhai😂
8/12/2024,23:04:56,+918425937850,Koi second batch wala abhi aaya hai kya ?
2/5/2024,23:34:10,+918425937825,Agar kisika Ho gaya Ho toh Mech ka paper bhejo Pls
6/13/2024,17:58:48,+918425937844,Yes Yes bhejo Koi Mechanics ka paper
4/8/2024,07:43:24,+918425937885,Koi Q1A solve karo aur bhejo
9/28/2024,11:10:45,+918425937814,BEE ka question bank bhejo pls
10/22/2024,20:05:29,+918425937819,@919987151663
11/15/2024,22:44:40,+918425937895,Ha ha bhejo koi
5/25/2024,20:11:13,+918425937840,Kisine 2b kiya hai ?? Uska answer kaya aya yaad hai ?
2/21/2024,23:26:20,+918425937818,1.84 kuch to aata hai
11/14/2024,05:16:18,+918425937844,Bee ka kisiko question Bank diya hai subject Teachers ne?
12/16/2024,10:48:10,+918425937811,Ha hoga toh pls share kardo <This message was edited>
12/20/2024,12:34:01,+918425937869,Agar 1.5 ke close aya hai toh consider hotay?? Answer
12/30/2024,14:10:32,+918425937811,Resonance aane wala hai kya bee mai ??
2/22/2024,07:26:47,+918425937810,Sirf series' resonance aayega parallel nhi aane wala
7/5/2024,05:34:57,+918425937861,Pura AC circuit hai
11/12/2024,10:58:57,+918425937817,Parallel resonance nhi hai
5/2/2024,03:25:06,+918425937882,Aur kya kya nahi hai ek baar batade
4/29/2024,08:04:07,+918425937888,AC circuits mai konsi konsi cheeze omitted hai?
9/30/2024,14:25:42,+918425937845,Sirf yeh hi nhi hai dusra sab hai
8/17/2024,14:57:19,+918425937889,Generation of alternating Voltage
12/1/2024,23:45:10,+918425937845,Itna hai
12/30/2024,01:42:21,+918425937889,Theek hai
3/20/2024,13:42:26,+918425937891,10 paper likhdu mai
10/16/2024,12:59:44,+918425937891,Likh le Mera bhi
5/4/2024,20:26:51,+918425937811,Itne concepts se
9/12/2024,02:54:52,+918425937873,Abbe gadhe
3/20/2024,22:24:15,+918425937858,kam kar Isko
6/25/2024,15:51:39,+918425937810,Hhaa haa paper toh main hi set kaar rha hu na
6/26/2024,20:00:54,+918425937827,isse Achha Kidhar tak aayega sunkar Kaam Ho jaata hai
2/1/2024,19:07:28,+918425937835,Abbe yaar 😭😭
8/27/2024,09:18:55,+918425937891,Jhatu last ka 2 chodke pura 12th mai ho gaya hai
5/1/2024,14:56:05,+918425937816,Woh bhi ho gaya hai 12th main
9/28/2024,14:43:44,+918425937828,Waveform wala Nahi likha hai
11/22/2024,23:14:05,+918425937818,12th
5/3/2024,07:12:15,+918425937827,Chap 13 physics ssc board
2/22/2024,14:36:10,+918425937894,HSC***
9/4/2024,12:43:34,+918425937871,Tu Goa Ghumne mein busy tha Kya?
11/5/2024,01:54:49,+918425937868,Goa jaana hai Yaar
8/12/2024,05:15:52,+918425937819,Areee Ravi Singh ke pdf ke according hai aur woh waveform alternating quantities main aagaya re
4/25/2024,16:41:12,+918425937831,jaayenge agle saal
10/2/2024,23:12:02,+918425937867,paise bachana chalu karo
2/28/2024,09:39:56,+918425937843,Ha previous Year paper Mai Ek aaya tha Average value And RMS value calculate karneko
2/13/2024,06:58:55,+918425937875,Bhai koi question bank bhejo naa BEE ka
2/20/2024,11:55:18,+918425937825,nhi hai koi qb sir nhi dene wwale
9/26/2024,23:48:16,+918425937823,Ye Assignment refer karo Na
2/26/2024,16:31:05,+918425937846,Last yr ka hai reference ke liye use karlena
9/7/2024,01:58:57,+918425937868,Answer nikaale hai Kya iske
9/14/2024,10:08:48,+918425937888,Iska answer key chahiye ?
8/3/2024,16:44:42,+918425937871,Solution hai rukh
4/18/2024,14:44:33,+918425937840,Hai mere pe
4/17/2024,03:41:17,+918425937892,Solution bhej de na bhai assignment 4 and 5 ka
9/4/2024,13:18:20,+918425937812,Woh ni likha hai bhai
8/4/2024,01:10:40,+918425937897,firr Kiske hai?
2/11/2024,19:19:55,+918425937891,"Wahi likhke 3,4,5 Monday ko submit karna tha mujhe"
12/15/2024,21:36:03,+918425937898,iske?
10/11/2024,11:32:02,+918425937853,Qb ke hai
12/8/2024,08:22:11,+918425937867,bhej de
3/5/2024,18:00:16,+918425937829,Solution wali pdf hai to bhejde bro 🙏🏻
7/1/2024,19:46:33,+918425937810,Ye le bhai
11/23/2024,10:32:23,+918425937882,Thanks 🙏
9/19/2024,14:42:57,+918425937846,Ye kya chutiyapa hai bhai kt ke paise lene ka scam hai ye
7/28/2024,15:18:45,+918425937884,IT Is what IT Is
4/21/2024,09:32:03,+918425937821,Capitalist system Ho gya h
7/6/2024,18:09:56,+918425937833,vidyavihaar*
4/10/2024,06:04:13,+918425937855,Did sir told abt theory questions
8/20/2024,23:59:18,+918425937830,Yeah There will be Theory questions
10/2/2024,02:42:36,+918425937857,bro BEE ke kabse theory ane lagi?
5/25/2024,21:26:43,+918425937812,Last time we got one theory question
9/13/2024,10:57:24,+918425937825,Derivation?
10/29/2024,00:58:01,+918425937895,Star to delta
3/16/2024,03:43:23,+918425937883,Agar koi abhi 1st time ac padhne lera hoga
2/7/2024,08:39:19,+918425937871,Toh kitna time lagega usko 16 mrks tak ka padhne?
5/3/2024,14:06:10,+918425937823,Kam se Kam ek mahina
4/3/2024,17:34:25,+918425937864,700mrks nhi laane hai
5/3/2024,08:29:53,+918425937885,"Approx, 4hrs <This message was edited>"
2/26/2024,09:46:49,+918425937810,4 din
3/22/2024,17:21:07,+918425937886,2-3hours
8/2/2024,01:10:36,+918425937855,Kal subah Uthke karta Phir
5/17/2024,17:45:36,+918425937889,saale sab hoke hai tera..tu bass maje le raha sabke..
3/20/2024,15:30:21,+918425937840,10.30 to 1.30 baithta hu har roz
12/23/2024,04:22:43,+918425937863,Phir Wapis subah
11/19/2024,05:09:15,+918425937866,indirectly saanp bol rha hai
12/28/2024,01:27:49,+918425937839,achaa achaa 4th time revise karne ke liye naa..okkk gotchaa
8/16/2024,17:15:58,+918425937859,Chod Bhai Tumlog ko batake matbal Nhi
9/17/2024,12:44:39,+918425937859,main main numericals karke soora Mai
8/1/2024,11:19:52,+918425937857,Kidhar bheja tha imp? @919920311591
12/15/2024,02:06:53,+918425937873,Dusre group main
6/28/2024,17:03:52,+918425937882,Extc wale main
12/30/2024,01:42:16,+918425937852,Imp bhej na mujhe
1/30/2024,16:06:02,+918425937897,Galat Bande ko tag karra Bhai Tu
3/1/2024,09:28:49,+918425937879,Idhar bhi send krde!
12/23/2024,05:42:48,+918425937846,Are bhaj
8/28/2024,06:47:42,+918425937860,Usne bheja na udhar
5/10/2024,22:14:17,+918425937885,"choke coil, RL series, RLC series aur waveform or resonance main se ek yaad karle zyadatar cheezein usmien hai 2-3 question aayega hi uspe"
12/1/2024,13:40:47,+918425937853,Forward karde
9/28/2024,01:48:37,+918425937862,ye bheja tha voh grp me
1/2/2024,00:34:52,+918425937810,Bhai maine hi bheja tha udhar maine hi bheja idhar bhai...
7/28/2024,16:59:09,+918425937842,tu luggage mein kyu hai? 😂
8/10/2024,11:53:06,+918425937831,Mai Sabse aage luggage Mai hi chadhta hu
2/3/2024,17:12:47,+918425937882,Waha se fatak se nikalne ko jamta hai aage waala raste keliye
4/7/2024,13:05:20,+918425937871,Mechanics ke prac write up bhejo sab koi pls
3/4/2024,23:16:42,+918425937873,React kyu kiya bhai
3/20/2024,09:51:26,+918425937886,Aara toh aaja khelne
1/14/2024,11:56:25,+918425937837,Nhi Bhai submission hai
1/9/2024,13:17:14,+918425937883,Abhi aya gharpe
9/28/2024,09:02:18,+918425937843,Update bhi agya🥰🥰🥰🥰
9/21/2024,23:17:17,+918425937856,Iss baar kya hai update me???
10/8/2024,18:21:44,+918425937841,Winter mode
2/24/2024,14:37:22,+918425937863,Kk
3/11/2024,05:16:40,+918425937824,"busy tha re, nahi toh mast khelte apan @918779139310"
10/23/2024,09:23:54,+918425937891,Robocon mein tha re****
3/12/2024,03:13:38,+918425937867,Question and answers of physics assignment 2
7/27/2024,02:57:32,+918425937867,🙌🙌
10/24/2024,09:17:43,+918425937814,Bhai ye kya hai ?
2/14/2024,02:30:08,+918425937824,Assignment
1/2/2024,00:29:33,+918425937884,of physics subject
11/10/2024,02:24:27,+918425937855,acche se samza ren kya pata ye bhi na samze usse
11/12/2024,14:33:31,+918425937863,Ye kaha pahuch Gaya bhai
1/21/2024,00:13:24,+918425937873,Update aya?
7/27/2024,12:06:47,+918425937883,Lag kam hogya
12/4/2024,13:23:23,+918425937868,Finally!
9/21/2024,05:55:27,+918425937838,Snow Island pe utar
9/15/2024,13:48:17,+918425937839,Jab saath me 70 log aayenge
9/12/2024,01:52:19,+918425937891,Tab samjhega
12/16/2024,05:53:45,+918425937886,47 highest
12/2/2024,03:38:43,+918425937827,0 frame drop
9/14/2024,12:26:00,+918425937896,Mai Jo trigger hua hu Aaj
10/25/2024,23:00:34,+918425937850,Update ke Baad Khela Na
9/16/2024,21:16:02,+918425937889,30fps aara tha start me utarte he
11/25/2024,08:10:40,+918425937870,1 min baad normal hua
1/30/2024,17:45:17,+918425937822,Ha spawn pe bhot ho raha
9/16/2024,11:50:50,+918425937876,Koi clash royale khelta hai toh Msg krdo 😚😚
7/19/2024,15:57:21,+918425937879,Oka
8/24/2024,22:05:28,+918425937828,Itna aage Nai hu Bhai
11/28/2024,12:44:11,+918425937836,Filhaal niche hai level
9/27/2024,14:46:25,+918425937840,Free pass milega
8/24/2024,02:33:53,+918425937828,Pass royale
11/24/2024,05:27:29,+918425937858,Pc/laptop pe
11/8/2024,18:47:03,+918425937844,Play games beta kar
4/24/2024,10:53:42,+918425937895,Usme cr kar
11/1/2024,19:06:42,+918425937875,Then apne aap milega pass
6/16/2024,00:53:27,+918425937819,Kal he karta
2/29/2024,02:30:29,+918425937838,But I don't play itna
2/25/2024,23:19:45,+918425937828,Worth offer🤷🏿‍♂️
10/19/2024,14:48:27,+918425937860,Bgmi me uc daalke dera toh bol
3/17/2024,15:56:59,+918425937826,Or else paise hi de de sidha Mai kharid lunga
3/3/2024,06:46:44,+918425937858,Nahi hoga
11/7/2024,22:33:12,+918425937849,Wahi kar rha tha
6/6/2024,07:46:00,+918425937851,Maine usa ke Gmail se 20rs mai 1000 uc liya tha
1/17/2024,21:57:23,+918425937832,Idhar bhej Ab
7/1/2024,11:41:58,+918425937853,Jab Google form aaye to idhar bhej de na
2/22/2024,15:23:51,+918425937865,Subroto tu AIDS me kab Gaya😵
3/5/2024,06:56:04,+918425937862,Bhai hame bhi koi questions batade puchne ke liye
4/27/2024,03:17:57,+918425937827,khatam Ho gya🌝
9/24/2024,23:52:19,+918425937863,Koi link bhejo
1/20/2024,11:11:52,+918425937817,Program ka
4/4/2024,05:07:45,+918425937812,"Fostering Technological Innovation, Induction Event! 🎉"
5/5/2024,02:06:56,+918425937856,30 Am
5/14/2024,22:49:03,+918425937854,Aree attendance link
3/5/2024,22:18:49,+918425937871,Attendance ka link 12
5/14/2024,10:28:05,+918425937881,Aree to direct 12
5/18/2024,21:48:14,+918425937885,Okk bhai link aaye to bhej dena
11/7/2024,21:39:51,+918425937816,@917045723861 bhava mute kar
11/30/2024,17:38:07,+918425937833,Ha Bhai 😂🙏🏻
11/16/2024,05:33:35,+918425937882,lol wo ma'am bol rahi hai reel time /social media kam karo and meanwhile I am scrolling reels while it's playing in the background 😂
1/3/2024,07:06:27,+918425937814,link Aaye toh bhej dena
3/23/2024,09:11:36,+918425937851,ye ma'am ka toh moye moye ho gaya 😂
4/13/2024,04:53:22,+918425937813,tag karke
4/14/2024,03:43:04,+918425937896,"wait bruh ma'am just said astrology instead of astronomy, so isro and nasa just got a new meaning 😂"
